ID,TITLE,CONTENTS,DATE,TARGET,LINK,REGION,ASK,CONTACT,ORIGIN,CATEGORY
308,특별현금급여(가족요양비),가족 등으로부터 방문요양에 상당한 장기요양급여를 받았을 때가족의 부담을 경감하기 위하여 가족요양급여를 지급합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=343,전국,국민건강보험공단 고객센터,1577-1000,복지로,금융
309,재가급여,노인에게 장기요양서비스를 제공하여 중장년층과 자녀 등 모든 세대의 고충을 경감하고 품위 있는 노후생활을 할 수 있습니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=344,전국,국민건강보험공단 고객센터,1577-1000,복지로,금융
310,시설급여,자녀에게 부담을 주지 않고 어르신이 시설에서 전문적인 장기요양서비스를 받을 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=345,전국,국민건강보험공단 고객센터,1577-1000,복지로,금융
311,저소득층 본인일부부담금 경감,저소득층의 본인부담비를 경감하여 서비스를 이용하는 부담을 줄입니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=346,전국,국민건강보험공단 고객센터,1577-1000,복지로,금융
312,노인돌봄기본서비스,보호가 필요한 독거노인에게 복지 서비스 및 생활 교육 등의 서비스를 지원합니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=347,전국,보건복지상담센터,129,복지로,보호안전
313,노인일자리 및 사회활동 지원사업,활기차고 건강한 노후생활을 영위할 수 있도록 다양한 일자리를 제공하고 사회활동을 지원하여 노인 복지 향상에 기여합니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=348,전국,한국노인인력개발원,1588-1697,복지로,고용
314,장애인연금,장애로 인하여 생활이 어려운 중증장애인의 안정된 삶을 위해 연금을 지급합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=349,전국,보건복지상담센터,129,복지로,금융
315,기초연금,생활이 어려운 어르신에게 안정적인 소득기반을 제공하여 생활안정을 지원합니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=350,전국,보건복지상담센터,129,복지로,금융
316,한부모가족자녀 교육비 지원,저소득 한부모가족 및 조손가족의 교육비를 지원하여 교육기회를 보장합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=351,전국,교육비 원클릭 신청 시스템 상담센터,1544-9654,복지로,교육
317,한부모가족 아동양육비 지원,한부모가족이나 조손가족이 가족의 기능을 유지하고 안정된 생활을 할 수 있도록 아동 양육비를 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=352,전국,여성가족부 대표전화,02-2100-6000,복지로,교육
318,청소년한부모고교생 교육비 지원,학업이 중단될 위기에 직면한 청소년 한부모가 정규 고등학교교육 과정을 이수할 기회를 보장합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=353,전국,여성가족부 대표전화,02-2100-6000,복지로,교육
319,노인돌봄종합서비스,"혼자 힘으로 일상생활이 어려운 노인에게 가사·활동지원 또는 주간보호서비스를 제공하여 안정된 노후생활을 보장하고, 가족의 사회·경제적 활동기반을 마련합니다.",ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=354,전국,보건복지상담센터,129,복지로,보호안전
320,장애인활동지원,장애인의 자립생활과 사회 활동 참여를 증진하기 위하여활동에 필요한 보조 서비스를 제공합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=355,전국,보건복지상담센터,129,복지로,생활
321,산모·신생아 건강관리 지원사업,"전문교육을 받은 산모·신생아 건강관리사가 출산 가정을 방문해산모의 건강회복을 돕고, 신생아를 보살펴 출산 가정의 경제적 부담을 덜어 줍니다.",ALL,여성,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=356,전국,보건복지상담센터,129,복지로,의료
322,가사 · 간병 방문 지원사업,일상생활이 어려운 저소득층 가정에 요양보호사가 방문하여 가사와 간병서비스를 제공합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=357,전국,보건복지상담센터,129,복지로,의료
323,발달재활서비스,"장애아동의 인지, 의사소통, 적응행동, 감각, 운동 등의 기능향상과 행동발달을 위한 재활서비스를 지원하고, 관련 정보를 제공합니다.",ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=358,전국,보건복지상담센터,129,복지로,의료
324,언어발달지원사업,장애부모가 양육하는 비장애 자녀의 언어발달을 돕습니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=359,전국,보건복지상담센터,129,복지로,의료
325,차상위 본인부담 경감대상자 지원,치료가 필요한 차상위계층의 요양급여 비용 중 본인이 부담해야 하는 금액을 지원합니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=360,전국,국민건강보험공단 고객센터,1577-1000,복지로,금융
326,불우아동지원,불우아동 지원,ALL,아동,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=420,부산광역시 수영구,수영구 복지서비스과,051-610-4611,복지로,보호안전
327,아동복지시설 위문,시설아동 명절 위문,ALL,아동,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=753,부산광역시 부산진구,부산진구청 여성아동가정과,051-605-4861,복지로,생활
328,노인회관 운영,"대한노인회 부산중구지회 활성화 및 노인여가복지 활성화,노인복지사업 운영지원",ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=786,부산광역시 중구,대한노인회부산중구지회,051-246-8210,복지로,생활
329,저소득 노인세대 건강보험료 지원,저소득 노인세대 건강보험료 지원,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1028,부산광역시 영도구,부산광역시 영도구,051-419-4356,복지로,금융
330,취약계층 국민건강보험료 지원,국민기초생활보장법제5조및 의료급여법제3조에서 규정하고 있는 수급권자를 제외한 저소득계층(노인세대및취약?)에 국민건강보험료및노인장기요양보험료를 지원함으로써 구민의 건강증진과 복지향상을 도모함.,ALL,청년 | 중년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1156,부산광역시 북구,부산광역시 북구 생활보장과,051-309-4497,복지로,금융
331,5월 노인단체 체육대회,5월 경로의 달을 맞이하여 노인단체 체육대회 개최에 따른 행사 지원,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1196,부산광역시 부산진구,부산광역시 부산진구청,051-605-4322,복지로,생활
332,10월 노인의 날 행사,10월 노인의 달을 맞이하여 개최되는 노인행사 지원,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1288,부산광역시 부산진구,부산광역시 부산진구청,051-605-4322,복지로,생활
333,찾아가는 현장복지서비스의 날 운영,"저소득 소외계층의 생활현장을 직접 방문하여 불편사항을 해결해 줌으로써 삶의 질 향상을 도모하고, 필요한 서비스를 연계·지원하여 맞춤형 복지서비스 제공으로 수요자 중심의 복지행정 실현",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1296,부산광역시 북구,부산광역시 북구청,051-309-4425,복지로,보호안전
334,두송복지관 전기료 보조(사회복지관 운영),지하층에 설치된 복지관 환기 펌프 작동에 따른 전기료 보조 지원,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1367,부산광역시 사하구,사하구 사하구청,051-220-5502,복지로,금융
335,무연고 사망자 처리,"무연고 시신 등의 처리체계를 명확히 하고, 사망자의 존엄성, 보건위생상의 위해 방지 및 공공복지 증진 등을 고려하여 무연고 시신을 원활하게 처리함을 목적으로 한다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1468,부산광역시 서구,서구청 생활지원과,051-240-4322,복지로,보호안전
336,경로당 운영 및 노후 경로당 보수,노후시설 경로당을 개보수하여 경로당 이용 불편을 최소화하고 쾌적한 노인쉼터를 제공코자 함.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1634,부산광역시 강서구,강서구청 생활지원과,051-970-4851,복지로,보호안전
337,"실버영화관, 행복시니어아카데미 운영비","노인이 살기좋은 도시 부산진구 건설을 위한 어르신들의 문화, 평생교육 차원의 실버영화관 운영 및 노인대학 운영",ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1639,부산광역시 부산진구,부산진구 노인복지관,051-808-8090,복지로,생활
338,어린이놀이시설 개보수공사,어린이 놀이시설 개보수,ALL,아동,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1676,부산광역시 부산진구,부산진구 여성아동가정과,051-605-4862,복지로,보호안전
339,장애인 가정 출산지원,장애인가정의 산모와 신생아의 건강관리를 지원하여 장애인가정의 생활안정을 도모,ALL,출산,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1741,부산광역시 북구,부산시 북구청 복지행정과,051-309-4324,복지로,금융
340,호국보훈의달 지원,매년 6월 보훈의달을 맞이하여 보훈단체 위로 및 격려하기 위함,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1789,부산광역시 북구,부산광역시 북구,051-309-4312,복지로,생활
341,청소년문화의집 운영지원,청소년 중심의 다양한 문화를 자발적으로 경험하고 만들어 갈 수 있는 지역사회 거점시설 운영,ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=1806,부산광역시 중구,중구청소년문화의집,051-247-8425,복지로,보호안전
342,저소득 노인세대 건강보험료,저소득 노인세대(국민기초생활보장법 제5조 및 의료급여법 제3조에서 규정하고 있는 수급권자 제외)에게 국민건강보험료 및 노인장기요양보험료를 지원함으로써 국민의 건강증진과 복지향상을 도모함을 목적으로 함,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=2187,부산광역시 사하구,사하구청 복지사업과,051-220-5608,복지로,금융
343,주민소득 및 생활안정자금 융자,저소득주민의 소득수준 향상과 생활안정도모를 위해 주민소득지원 및 생활안정자금을 융자하여 주민자립 도모,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=2200,부산광역시 금정구,부산광역시 금정구 사회복지과,051-519-4312,복지로,금융
344,금정구종합사회복지관분관 운영,저소득 취약계층과 지역주민의 사회복지서비스 제공을 위해 금정구종합사회복지관분관 운영비 지원,ALL,"노인
",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=2312,부산광역시 금정구,가마실복지센터 | 금정종합사회복지관,051-512-1455 | 051-532-0115,복지로,보호안전
345,경로당 관리 및 노인시책 추진,노후시설 경로당을 개보수하여 경로당 이용 불편을 최소화하고 쾌적한 노인쉼터를 제공코자 함.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=2551,부산광역시 수영구,부산광역시 수영구청,051-610-4362,복지로,보호안전
346,경로당 유지보수,경로당노후시설 유지보수,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=2618,부산광역시 금정구,금정구청 사회복지과,051-519-4346,복지로,보호안전
347,사상구청소년수련관 운영,"방과 후 나홀로 있는 청소년에 대한 학습지원, 문화체험활동, 특기·적성교육, 상담, 시설대관, 프로그램운영, 체력단련실 운영 등 공적 서비스 제공을 통해 일반지역주민과 청소년에게 공적 서비스 제공",ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=2649,부산광역시 사상구,사상구청소년수련관,051-316-2214,복지로,보호안전
348,주민소득지원 및 생활안정기금 융자,저소득 주민의 소득 수준 향상 및 생활안정 도모,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=2761,부산광역시 서구,서구청 생활지원과,051-240-4327,복지로,금융
349,저소득 주민 출산특별장려금 지원,차상위계층수급자 및 국민기초생활보장수급자중 교육급여수급자 가구의 출산시 지원,ALL,출산,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=2886,부산광역시 수영구,수영구 복지서비스과,051-610-4321,복지로,금융
350,저소득주민 융자지원,저소득 주민의 소득수준 향상과 생활자립기반 조성,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=2926,부산광역시 연제구,연제구청 복지정책과,051-665-4665,복지로,금융
351,설 명절 경로당 위문,우리 고유의 명절을 맞이하여 경로당 어르신들에게 위문품을 구입 전달하여 따뜻하고 훈훈한 명절이 될 수 있도록 하고자 함.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=2930,부산광역시 수영구,부산광역시 수영구청,051-610-4362,복지로,생활
352,노인복지시설 보수(경로당 및 노인회지회),노후시설 경로당을 개보수하여 경로당 이용 불편을 최소화하고 쾌적한 노인쉼터를 제공코자 함.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=3024,부산광역시 사상구,사상구 복지서비스과,051-310-4324,복지로,보호안전
353,출산축하금 지원(자체),출산가정의 경제적 부담 경감 및 출산친화적인 사회분위기 조성,ALL,유아,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=3026,부산광역시 강서구,부산광역시 강서구청,051-970-2325,복지로,금융
354,경로당 운영비 난방비 지원,경로당에 운영비 및 난방비 지원으로 노인여가복지 증진 및경로당 운영 활성화 도모,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=3145,부산광역시 수영구,부산광역시 수영구청,051-610-4362,복지로,금융
355,노인신문지원,노인여가시설인 경로당에 노인신문을 지원하여 여가생활 지원,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=3147,부산광역시 수영구,부산광역시 수영구청,051-610-4362,복지로,생활
356,저소득 노인세대 건강보험료 지원,노령 등으로 인하여 생활에 어려움을 겪고 있는 세대로서 「국민기초생활보장법」 제5조 및 「의료급여법」 제3조에 따른 수급권자를 제외한 저소득 노인세대에게 국민건강보험료를 지원함으로써 구민의 건강증진과 복지향상을 꾀하는 것을 목적으로 한다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=3169,부산광역시 해운대구,해운대구청 행복나눔과,051-749-4375,복지로,금융
357,복지사각지대 제로화 안부확인 요구르트 배달사업,"저소득 홀로노인, 와병장애인, 고독사 위험군 등에 야쿠르트를 매일 배달하여 이상 발견시 신속히 연락하여 대처할 수 있도록 함",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=3179,부산광역시 서구,서구청 생활지원과,051-240-4395,복지로,고용
358,양성평등관련 교육 및 행사지원,양서평등문화 확산 및 여성의 사회참여 기회 제공,ALL,여성,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=3522,부산광역시 연제구,연제구청 가정복지과,051-665-4363,복지로,생활
359,명절 경로당 위문(구비 추가),우리 고유의 명절을 맞이하여 경로당 어르신들에게 위문품을 구입 전달하여 따뜻하고 훈훈한 명절이 될 수 있도록 하고자 함.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=3624,부산광역시 연제구,가정복지과,051-665-4322,복지로,생활
360,각종 노인복지사업 추진,"노인, 장애인, 한부모 등 저소득세대의 건강보험료 지원",ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=3803,부산광역시 연제구,연제구청 가정복지과,051-665-4321,복지로,생활
361,장애인 재활수당,저소득 중증장애인의 생활안정,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=3809,부산광역시 금정구,금정구청 사회복지과,051-519-4331,복지로,보호안전
362,저소득세대 국민건강보험료 지원,"국민기초생활보장법 및 의료급여법상 보호를 받지 못하는 국민건강보험료가 10,000원 미만인 저소득 노인,장애인,한부모세대 지원",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=3892,부산광역시 수영구,수영구 복지서비스과,051-610-4361,복지로,금융
363,경로의 달 표창,경로의 달(노인의 날)맞이 효행 및 경로부문 기여자 표창,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=4007,부산광역시 부산진구,부산광역시 부산진구청,051-605-4322,복지로,생활
364,무연고 사망자 장제지원,무연고 사망자 장제비 지원,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=4262,부산광역시 부산진구,부산광역시 부산진구청,051-605-5843,복지로,금융
365,어울림 한마당 축제,건강한 경로당 만들기 일환으로 강습된 프로그램 발표회 개최에 대한 지원,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=4263,부산광역시 부산진구,부산광역시 부산진구청,051-650-4322,복지로,생활
366,무등록경로당 운영비,무등록 경로당 운영비 지급(전액 구비),ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=4345,부산광역시 부산진구,부산광역시 부산진구청,051-605-5894,복지로,금융
367,행려사망자 사체 처리,관내에서 발생한 무연고 행려사망자 시체처리,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=4412,부산광역시 동래구,부산광역시 동래구청,051-550-4315,복지로,보호안전
368,장애인 거주시설 자립생활체험홈 운영비,시설보호 중심에서 지역사회 중심의 복지서비스로변화로 인해 생활인 중 자립생활을 원하는 장애인 3~4명을 중심으로 자립적인생활을 할 수 있도록 일정기간 적응기간을 위한 체험홈 설치 운영(2010.2.8등기),ALL,여성 | 장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=4414,부산광역시 부산진구,신애재활원,051-816-9128,복지로,금융
369,출생축하기념사진촬영권 지원 사업,출생축하기념사진촬영권 배부를 통한 가족친화 및 출산장려 분위기 조성,ALL,청년 | 중년 | 출산,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=4947,부산광역시 연제구,연제구청 가정복지과,051-665-5031,복지로,생활
